Id,LotArea,YearBuilt,FullBath,TotRmsAbvGrd,GarageArea,1stFlrSF,2ndFlrSF,SalePrice
1269,14100,1935,3,11,1014,1968,1479,381000
1270,11344,1958,1,7,315,874,650,144000
1271,23595,1979,0,4,586,1332,192,260000
1272,9156,1968,2,7,462,1489,0,185750
1273,13526,1965,1,5,288,935,0,137000
1274,11512,1959,1,5,312,1357,0,177000
1275,5362,1910,2,8,552,661,589,139000
1276,11345,1948,2,10,400,928,992,137000
1277,12936,1972,1,6,497,735,660,162000
1278,17871,1967,1,7,480,1724,0,197900
1279,9473,2002,2,7,577,1128,903,237000
1280,7500,1920,1,6,528,698,430,68400
1281,9808,2002,2,6,544,1573,0,227000
1282,8049,1990,2,6,484,1339,0,180000
1283,8800,1977,2,5,484,1040,0,150500
1284,9400,1971,2,8,0,912,912,139000
1285,9638,1919,2,10,336,1699,748,169000
1286,6000,1939,1,6,280,825,587,132500
1287,9790,1963,1,6,528,1328,0,143000
1288,36500,1964,2,7,390,1582,0,190000
1289,5664,2000,2,5,499,1659,0,278000
1290,11065,2006,2,8,753,1120,850,281000
1291,14112,1964,1,6,484,1152,0,180500
1292,1680,1972,2,6,264,630,672,119500
1293,6600,1892,2,11,432,1378,994,107500
1294,10140,1976,2,8,528,832,832,162900
1295,8172,1955,1,5,572,864,0,115000
1296,8400,1968,1,5,288,1052,0,138500
1297,8700,1963,2,6,525,1128,0,155000
1298,3675,2005,2,5,525,1072,0,140000
1299,63887,2008,2,12,1418,4692,950,160000
1300,7500,1959,1,6,305,1246,0,154000
1301,10762,1999,2,9,490,1005,978,225000
1302,7500,1942,1,7,213,753,741,177500
1303,10120,1994,2,8,844,1203,1323,290000
1304,8688,2005,2,7,834,1616,0,232000
1305,3363,2004,2,7,380,976,732,130000
1306,13173,2006,2,6,840,1652,0,325000
1307,6955,2005,2,6,474,1368,0,202500
1308,8072,1994,1,5,480,990,0,138000
1309,12000,1948,1,6,528,1122,0,147000
1310,7153,1991,2,6,496,1294,0,179200
1311,17500,1959,2,7,567,1902,0,335000
1312,8814,2005,2,6,508,1274,0,203000
1313,9572,1990,2,9,750,1453,1357,302000
1314,14774,1999,2,10,779,1422,1177,333168
1315,8190,1954,1,5,280,948,0,119000
1316,11075,1969,2,9,576,1092,1020,206900
1317,10226,2008,2,8,860,1630,0,295493
1318,4230,2006,2,5,466,1352,0,208900
1319,14781,2001,2,7,748,1787,0,275000
1320,10215,1954,1,5,248,948,0,111000
1321,8400,1957,1,6,442,1478,0,156500
1322,6627,1949,1,4,287,720,0,72500
1323,10186,1992,2,8,564,1061,862,190000
1324,5330,1940,1,5,0,708,0,82500
1325,9986,2006,2,7,895,1795,0,147000
1326,3636,1922,1,5,0,796,0,55000
1327,4270,1931,1,6,0,774,0,79000
1328,6600,1982,1,5,264,816,0,130500
1329,10440,1920,2,8,520,1584,1208,256000
1330,9084,1998,2,8,462,955,677,176500
1331,10000,2006,2,7,825,1588,0,227000
1332,10780,1976,1,6,576,954,0,132500
1333,8877,1938,1,3,288,816,0,100000
1334,7200,1938,1,6,297,803,557,125500
1335,2368,1970,1,7,440,765,600,125000
1336,9650,1977,2,6,630,1334,0,167900
1337,9246,1973,2,8,506,1656,0,135000
1338,4118,1941,1,4,0,693,0,52500
1339,13450,2002,2,8,492,920,941,200000
1340,9560,1972,1,5,288,864,0,128500
1341,8294,1971,1,5,480,872,0,123000
1342,13695,2003,1,6,576,1114,0,155000
1343,9375,2002,2,7,647,1284,885,228500
1344,7558,1928,1,9,342,1172,741,177000
1345,11103,2006,2,8,440,728,728,155835
1346,6000,1920,1,5,308,960,0,108500
1347,20781,1968,2,9,508,2156,0,262500
1348,15306,2006,2,7,712,1776,0,283463
1349,16196,1998,2,5,514,1494,0,215000
1350,5250,1872,2,8,0,938,1215,122000
1351,11643,1969,2,12,968,1338,1296,200000
1352,9247,1962,1,8,490,858,858,171000
1353,6000,1937,1,4,624,786,390,134900
1354,14720,1995,2,9,666,2053,1185,410000
1355,10316,2000,2,7,839,992,873,235000
1356,10192,1968,3,8,487,1222,698,170000
1357,9477,1966,1,5,264,892,0,110000
1358,12537,1971,1,6,500,1078,0,149900
1359,2117,2000,2,5,440,769,804,177500
1360,16737,2004,2,8,770,1980,0,315000
1361,9842,1921,3,8,621,990,1611,189000
1362,16158,2005,2,7,430,1530,0,260000
1363,12513,1920,2,7,368,1281,457,104900
1364,8499,2006,2,6,432,616,796,156932
1365,3180,2005,2,4,480,520,600,144152
1366,7500,2000,2,7,663,814,860,216000
1367,9179,1999,2,7,588,882,908,193000
1368,2665,1977,2,6,336,925,550,127000
1369,4435,2003,1,4,420,848,0,144000
1370,10635,2003,2,8,502,1668,0,232000
1371,5400,1920,1,6,338,840,534,105000
1372,9600,1955,1,8,377,1661,0,165500
1373,9750,1998,2,8,583,1108,989,274300
1374,11400,2001,2,8,804,2633,0,466500
1375,10625,2005,2,9,936,1026,932,250000
1376,10991,2007,2,7,722,1571,0,239000
1377,6292,1930,1,4,160,790,0,91000
1378,10998,1941,2,6,660,984,620,117000
1379,1953,1973,1,5,264,483,504,83000
1380,9735,2006,2,7,400,754,640,167500
1381,8212,1914,1,5,200,864,0,58500
1382,12925,1970,2,7,550,2117,0,237500
1383,7200,1920,1,8,576,998,764,157000
1384,25339,1918,2,7,576,1416,0,112000
1385,9060,1939,1,6,280,698,560,105000
1386,5436,1922,1,7,240,796,358,125500
1387,16692,1978,3,12,564,1392,1392,250000
1388,8520,1916,2,10,216,1664,862,136000
1389,14892,2006,2,7,758,1746,0,377500
1390,6000,1941,1,6,440,869,349,131000
1391,9100,2000,2,6,541,1525,0,235000
1392,8944,1967,2,8,792,1584,0,124000
1393,7838,1967,1,6,288,900,0,123000
1394,10800,1905,2,7,672,1221,691,163000
1395,4045,2006,2,6,648,1500,0,246578
1396,12665,2005,2,9,642,1133,1349,281213
1397,57200,1948,1,7,572,1687,0,160000
1398,6120,1920,1,8,180,939,574,137500
1399,7200,1950,1,7,240,1136,768,138000
1400,6171,1925,2,7,216,1160,448,137450
1401,6000,1929,1,5,208,950,208,120000
1402,7415,2004,2,8,398,864,729,193000
1403,6762,2006,2,6,662,1294,0,193879
1404,15256,2007,2,6,754,1464,0,282922
1405,10410,1915,1,6,936,694,520,105000
1406,3842,2004,2,5,482,1646,0,275000
1407,8445,1972,1,5,396,768,0,133000
1408,8780,1985,1,5,0,833,0,112000
1409,7740,1910,1,6,528,741,622,125500
1410,20544,1986,2,7,542,1236,857,215000
1411,12420,2001,2,6,622,944,896,230000
1412,9600,1950,1,6,271,1112,556,140000
1413,7200,1949,2,6,420,1040,0,90000
1414,10994,2005,2,7,620,1844,0,257000
1415,13053,1923,1,8,370,1053,795,207000
1416,3635,2007,2,7,660,1569,0,175900
1417,11340,1885,2,11,560,1246,1044,122500
1418,16545,1998,2,7,1069,1310,1140,340000
1419,9204,1963,1,6,336,1144,0,124000
1420,16381,1969,2,7,540,1844,0,223000
1421,11700,1968,2,7,776,708,708,179900
1422,4043,1977,2,4,440,1069,0,127500
1423,4435,2003,1,3,420,848,0,136500
1424,19690,1966,2,8,432,1575,626,274970
1425,9503,1958,1,6,484,1344,0,144000
1426,10721,1959,1,7,528,1252,0,142000
1427,10944,1994,2,5,525,1223,904,271000
1428,10930,1945,1,6,288,1048,510,140000
1429,7200,1940,1,4,240,804,0,119000
1430,12546,1981,2,7,467,1440,0,182900
1431,21930,2005,2,7,372,734,1104,192140
1432,4928,1976,2,5,440,958,0,143750
1433,10800,1927,2,5,216,968,0,64500
1434,10261,2000,2,8,451,962,830,186500
1435,17400,1977,2,5,484,1126,0,160000
1436,8400,1962,1,7,462,1537,0,174000
1437,9000,1971,1,5,528,864,0,120500
1438,12444,2008,2,7,774,1932,0,394617
1439,7407,1957,1,6,923,1236,0,149700
1440,11584,1979,2,6,550,1040,685,197000
1441,11526,1922,2,11,672,1423,748,191000
1442,4426,2004,1,3,420,848,0,149300
1443,11003,2008,2,10,812,1026,981,310000
1444,8854,1916,1,4,192,952,0,121000
1445,8500,2004,2,7,626,1422,0,179600
1446,8400,1966,1,6,240,913,0,129000
1447,26142,1962,1,6,312,1188,0,157900
1448,10000,1995,2,8,556,1220,870,240000
1449,11767,1910,1,6,384,796,550,112000
1450,1533,1970,1,3,0,630,0,92000
1451,9000,1974,2,8,0,896,896,136000
1452,9262,2008,2,7,840,1578,0,287090
1453,3675,2005,1,5,525,1072,0,145000
1454,17217,2006,1,6,0,1140,0,84500
1455,7500,2004,2,6,400,1221,0,185000
1456,7917,1999,2,7,460,953,694,175000
1457,13175,1978,2,7,500,2073,0,210000
1458,9042,1941,2,9,252,1188,1152,266500
1459,9717,1950,1,5,240,1078,0,142125
1460,9937,1965,1,6,276,1256,0,147500
